ICD9CMCode,TotalDiag,dx0,dx1,dx2,dx3,dx4,dx5,dx6,dx7,dx8,dx9,dx10,dx11,dx12,dx13,dx14,dx15,dx16,dx17,dx18,dx19,dx20,dx21,dx22,dx23,dx24 
824.3,83.0,58.0,8.0,3.0,5.0,2.0,,2.0,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,,
824.4,1837.0,1490.0,34.0,57.0,40.0,32.0,33.0,30.0,24.0,14.0,13.0,6.0,14.0,7.0,4.0,7.0,6.0,5.0,5.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0
824.5,284.0,241.0,11.0,6.0,9.0,2.0,2.0,4.0,1.0,4.0,1.0,,,3.0,,,,,,,,,,,,
824.6,1456.0,1300.0,28.0,27.0,21.0,9.0,9.0,8.0,15.0,3.0,5.0,1.0,8.0,,2.0,3.0,5.0,2.0,,2.0,4.0,,1.0,1.0,2.0,
824.7,132.0,115.0,5.0,3.0,2.0,,1.0,,2.0,2.0,,,1.0,,,,1.0,,,,,,,,,
824.8,2227.0,1203.0,142.0,166.0,122.0,82.0,84.0,78.0,54.0,48.0,39.0,35.0,22.0,25.0,28.0,20.0,13.0,16.0,12.0,8.0,9.0,6.0,4.0,3.0,5.0,3.0
824.9,437.0,309.0,34.0,15.0,10.0,14.0,14.0,7.0,6.0,7.0,6.0,5.0,1.0,3.0,1.0,,,2.0,,1.0,2.0,,,,,
825.0,936.0,425.0,52.0,100.0,53.0,57.0,41.0,41.0,27.0,23.0,16.0,13.0,11.0,7.0,16.0,14.0,3.0,6.0,10.0,2.0,8.0,6.0,2.0,2.0,,1.0
825.1,162.0,84.0,27.0,9.0,12.0,4.0,2.0,5.0,5.0,8.0,2.0,,1.0,1.0,,,,1.0,,,,,,,,1.0
825.20,135.0,21.0,5.0,14.0,7.0,12.0,8.0,12.0,7.0,3.0,7.0,7.0,1.0,3.0,3.0,4.0,6.0,3.0,,3.0,1.0,3.0,1.0,1.0,1.0,2.0
825.21,514.0,161.0,54.0,65.0,41.0,33.0,31.0,21.0,19.0,12.0,16.0,10.0,8.0,6.0,9.0,5.0,3.0,5.0,4.0,,3.0,1.0,2.0,3.0,1.0,1.0
825.22,159.0,25.0,14.0,16.0,17.0,15.0,16.0,10.0,9.0,4.0,7.0,5.0,4.0,3.0,2.0,3.0,,1.0,2.0,2.0,,1.0,2.0,,1.0,
825.23,197.0,20.0,8.0,36.0,22.0,17.0,11.0,14.0,12.0,15.0,7.0,9.0,6.0,,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,
825.24,161.0,17.0,14.0,22.0,19.0,22.0,13.0,7.0,5.0,5.0,4.0,2.0,4.0,5.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,,
825.25,1438.0,282.0,104.0,178.0,129.0,110.0,107.0,81.0,62.0,60.0,54.0,51.0,20.0,30.0,31.0,14.0,17.0,14.0,23.0,12.0,19.0,14.0,8.0,6.0,9.0,3.0
825.29,67.0,26.0,3.0,4.0,7.0,5.0,2.0,2.0,1.0,4.0,3.0,2.0,,2.0,,1.0,,1.0,,1.0,1.0,,,2.0,,
825.30,15.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
825.31,115.0,46.0,18.0,10.0,9.0,5.0,2.0,2.0,6.0,2.0,2.0,5.0,2.0,3.0,,1.0,,1.0,,,1.0,,,,,
825.32,40.0,9.0,6.0,3.0,4.0,6.0,5.0,1.0,,,1.0,,,,2.0,,,,1.0,1.0,,,1.0,,,
825.33,30.0,8.0,5.0,4.0,5.0,3.0,1.0,,,1.0,,,,,1.0,,,,1.0,,1.0,,,,,
825.34,39.0,3.0,10.0,11.0,1.0,3.0,3.0,3.0,,1.0,1.0,,,1.0,,,,,,1.0,,1.0,,,,
825.35,218.0,109.0,47.0,14.0,11.0,8.0,7.0,7.0,5.0,2.0,,1.0,1.0,1.0,1.0,,1.0,,2.0,,1.0,,,,,
825.39,22.0,8.0,2.0,3.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,1.0
826.0,927.0,81.0,49.0,99.0,88.0,69.0,76.0,77.0,55.0,49.0,44.0,26.0,50.0,30.0,17.0,27.0,18.0,13.0,14.0,13.0,8.0,5.0,5.0,4.0,5.0,5.0
826.1,225.0,112.0,24.0,18.0,16.0,11.0,10.0,2.0,8.0,5.0,,4.0,2.0,2.0,,1.0,2.0,,1.0,,1.0,1.0,1.0,3.0,,1.0
827.0,23.0,4.0,5.0,3.0,1.0,1.0,2.0,1.0,,2.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,
827.1,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
828.0,50.0,6.0,40.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,
828.1,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
829.0,43.0,4.0,1.0,3.0,1.0,5.0,5.0,2.0,1.0,4.0,1.0,1.0,,1.0,4.0,,2.0,2.0,,2.0,,2.0,1.0,,1.0,
829.1,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
830.0,89.0,16.0,1.0,11.0,6.0,9.0,7.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,5.0,2.0,1.0,,2.0,,,,,1.0
830.1,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
831.00,326.0,56.0,20.0,26.0,30.0,28.0,23.0,19.0,23.0,20.0,12.0,7.0,9.0,6.0,7.0,7.0,4.0,4.0,3.0,2.0,4.0,6.0,3.0,4.0,3.0,
831.01,261.0,102.0,17.0,30.0,16.0,18.0,10.0,15.0,11.0,3.0,7.0,4.0,7.0,6.0,,1.0,3.0,,,4.0,4.0,,1.0,1.0,,1.0
831.02,40.0,16.0,2.0,6.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,1.0,,,,,1.0,,,,,,,
831.03,21.0,4.0,2.0,1.0,2.0,2.0,1.0,,3.0,,,,,2.0,,,1.0,,1.0,1.0,,,,,,1.0
831.04,361.0,74.0,23.0,45.0,46.0,35.0,29.0,24.0,16.0,14.0,7.0,7.0,5.0,6.0,4.0,8.0,3.0,3.0,,3.0,,4.0,1.0,3.0,,1.0
831.09,25.0,4.0,1.0,4.0,4.0,1.0,2.0,4.0,2.0,1.0,,,,,,,,1.0,,,1.0,,,,,
831.11,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
832.00,131.0,27.0,15.0,19.0,11.0,12.0,8.0,7.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,5.0,3.0,1.0,1.0,2.0,,1.0,,1.0,,
832.01,12.0,3.0,,6.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,
832.02,46.0,18.0,5.0,6.0,5.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,
832.03,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
832.04,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,
832.09,29.0,9.0,6.0,5.0,2.0,1.0,,1.0,,,1.0,2.0,,,,1.0,1.0,,,,,,,,,
832.10,11.0,7.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
832.11,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
832.12,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
832.13,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
832.14,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
832.19,3.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
832.2,16.0,1.0,5.0,4.0,,3.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,
833.00,33.0,4.0,4.0,4.0,,2.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,
833.01,66.0,4.0,12.0,15.0,10.0,3.0,4.0,1.0,5.0,2.0,1.0,,1.0,1.0,3.0,,2.0,,1.0,,,,1.0,,,
833.02,12.0,,5.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,
833.03,6.0,3.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,
833.04,47.0,7.0,6.0,7.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,,2.0,2.0,1.0,,2.0,2.0,,1.0,,,,,
833.05,8.0,,1.0,,,2.0,1.0,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,
833.09,65.0,15.0,9.0,12.0,6.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,,1.0,,,,,
833.10,4.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,
833.11,17.0,1.0,7.0,4.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
833.12,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
833.14,8.0,2.0,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
833.15,2.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
833.19,6.0,,4.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
834.00,56.0,6.0,5.0,5.0,8.0,7.0,3.0,4.0,1.0,3.0,2.0,2.0,4.0,,,1.0,1.0,,1.0,,1.0,1.0,,,,1.0
834.01,57.0,15.0,2.0,5.0,10.0,8.0,2.0,4.0,1.0,2.0,,,1.0,1.0,,1.0,3.0,,,1.0,,1.0,,,,
834.02,83.0,8.0,6.0,14.0,17.0,5.0,7.0,6.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,,,1.0,,,,,,1.0,
834.10,6.0,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
834.11,20.0,9.0,2.0,2.0,2.0,1.0,,,2.0,1.0,,,,,1.0,,,,,,,,,,,
834.12,54.0,28.0,4.0,6.0,,5.0,1.0,4.0,,3.0,,,,,1.0,1.0,,,1.0,,,,,,,
835.00,221.0,67.0,34.0,24.0,14.0,17.0,11.0,10.0,10.0,6.0,4.0,7.0,4.0,5.0,3.0,2.0,1.0,,,,,2.0,,,,
835.01,127.0,37.0,33.0,20.0,9.0,4.0,8.0,5.0,1.0,4.0,3.0,1.0,,1.0,,,1.0,,,,,,,,,
835.02,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
835.03,15.0,7.0,3.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,
835.10,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
835.13,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
836.0,338.0,55.0,30.0,46.0,42.0,27.0,22.0,21.0,24.0,17.0,6.0,5.0,9.0,7.0,8.0,5.0,1.0,3.0,3.0,3.0,,,1.0,1.0,1.0,1.0
836.1,404.0,42.0,63.0,87.0,44.0,36.0,26.0,18.0,11.0,11.0,12.0,10.0,4.0,8.0,7.0,6.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,,
836.2,159.0,10.0,13.0,17.0,16.0,14.0,14.0,14.0,8.0,11.0,8.0,5.0,6.0,2.0,3.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,,,1.0
836.3,136.0,41.0,14.0,16.0,17.0,15.0,8.0,7.0,4.0,2.0,2.0,3.0,3.0,1.0,,,1.0,1.0,,,,,,1.0,,
836.4,4.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
836.50,108.0,37.0,6.0,11.0,9.0,13.0,5.0,3.0,2.0,2.0,3.0,2.0,5.0,2.0,1.0,,2.0,1.0,1.0,,1.0,1.0,,1.0,,
836.51,10.0,2.0,1.0,2.0,1.0,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,
836.52,9.0,3.0,,1.0,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,
836.53,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
836.54,4.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
836.59,7.0,3.0,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,
836.60,10.0,,2.0,2.0,2.0,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,
836.61,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
836.62,4.0,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
836.63,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
837.0,130.0,21.0,28.0,19.0,15.0,13.0,5.0,3.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,,2.0,1.0,,1.0,,,1.0,
837.1,47.0,26.0,11.0,3.0,2.0,2.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,
838.00,4.0,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,
838.01,30.0,5.0,3.0,1.0,3.0,6.0,4.0,5.0,,,,1.0,,,1.0,,1.0,,,,,,,,,
838.02,3.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
838.03,57.0,18.0,6.0,8.0,4.0,8.0,1.0,1.0,1.0,,3.0,,2.0,,,1.0,,,2.0,2.0,,,,,,
838.04,16.0,1.0,1.0,4.0,3.0,,1.0,,2.0,,,,,1.0,1.0,,,1.0,,,,,1.0,,,
838.05,53.0,7.0,5.0,1.0,5.0,2.0,5.0,5.0,8.0,2.0,3.0,3.0,1.0,2.0,,,1.0,1.0,,,,,1.0,1.0,,
838.06,8.0,,,1.0,,1.0,,1.0,1.0,,,1.0,,,2.0,,,,1.0,,,,,,,
838.09,50.0,5.0,1.0,8.0,6.0,6.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,,,,,3.0,,,
838.10,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
838.11,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
838.13,3.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,
838.14,3.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,
838.15,10.0,3.0,1.0,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
838.16,7.0,4.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,
838.19,7.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0
839.00,15.0,3.0,4.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,
839.01,55.0,16.0,12.0,7.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,,,,1.0,,,,,,,,,,1.0,
839.02,32.0,8.0,3.0,7.0,4.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,2.0,,,,1.0,,,,,,,
839.03,49.0,14.0,9.0,8.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,
839.04,75.0,16.0,9.0,11.0,7.0,6.0,4.0,5.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,
839.05,96.0,35.0,6.0,14.0,10.0,10.0,5.0,6.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,1.0,,
839.06,81.0,18.0,9.0,11.0,12.0,9.0,8.0,5.0,3.0,2.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,
839.07,29.0,5.0,3.0,5.0,5.0,3.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,
839.08,36.0,13.0,9.0,4.0,4.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,
839.18,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
839.20,120.0,63.0,5.0,17.0,4.0,9.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,,2.0,,,,,,,,,
839.21,20.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0
839.40,6.0,,,,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,
839.41,4.0,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,
839.42,90.0,9.0,3.0,2.0,10.0,5.0,2.0,4.0,4.0,7.0,4.0,3.0,4.0,2.0,8.0,3.0,1.0,2.0,3.0,2.0,1.0,,3.0,3.0,2.0,3.0
839.61,34.0,10.0,6.0,2.0,1.0,1.0,7.0,3.0,1.0,2.0,,,,,,,,1.0,,,,,,,,
839.69,67.0,12.0,4.0,4.0,3.0,6.0,4.0,4.0,2.0,,2.0,5.0,5.0,1.0,4.0,,,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,2.0
839.79,3.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
839.8,8.0,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,2.0,,,
840.0,51.0,5.0,4.0,13.0,5.0,6.0,5.0,6.0,2.0,,1.0,,3.0,,,,,,1.0,,,,,,,
840.1,10.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,
840.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
840.3,20.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
840.4,1013.0,190.0,65.0,110.0,102.0,63.0,73.0,59.0,48.0,44.0,35.0,38.0,20.0,20.0,19.0,25.0,22.0,19.0,14.0,9.0,5.0,8.0,5.0,9.0,6.0,5.0
840.5,27.0,4.0,2.0,2.0,5.0,3.0,3.0,1.0,2.0,2.0,,,1.0,1.0,,,,,,,1.0,,,,,
840.6,82.0,11.0,6.0,9.0,8.0,12.0,4.0,5.0,6.0,,3.0,5.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,,
840.7,64.0,7.0,4.0,15.0,9.0,7.0,5.0,4.0,1.0,3.0,3.0,,2.0,,,2.0,,,,1.0,1.0,,,,,
840.8,210.0,36.0,19.0,33.0,25.0,14.0,21.0,18.0,4.0,5.0,5.0,7.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0
840.9,380.0,24.0,24.0,50.0,38.0,39.0,39.0,28.0,27.0,12.0,10.0,16.0,9.0,11.0,6.0,4.0,11.0,5.0,9.0,4.0,2.0,4.0,2.0,4.0,1.0,1.0
841.0,23.0,1.0,3.0,8.0,2.0,3.0,2.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,
841.1,44.0,2.0,4.0,14.0,8.0,8.0,1.0,3.0,,,1.0,,,,,1.0,,2.0,,,,,,,,
841.2,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
841.8,37.0,6.0,6.0,5.0,7.0,5.0,4.0,,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,
841.9,74.0,6.0,7.0,7.0,10.0,8.0,9.0,7.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,,,,2.0,1.0,3.0,,,,,
842.00,324.0,9.0,15.0,37.0,33.0,40.0,34.0,28.0,23.0,10.0,17.0,16.0,14.0,9.0,3.0,6.0,2.0,7.0,7.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0
842.01,14.0,1.0,2.0,2.0,1.0,3.0,,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,,
842.02,7.0,,,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,1.0,,,,,
842.09,39.0,2.0,2.0,3.0,4.0,3.0,7.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,,2.0,1.0,,,1.0,,1.0,,,,
842.10,82.0,,4.0,16.0,10.0,13.0,8.0,5.0,3.0,5.0,1.0,2.0,3.0,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,2.0,,1.0,,
842.11,7.0,,,,,3.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,
842.12,38.0,4.0,6.0,4.0,6.0,9.0,1.0,2.0,1.0,2.0,,,,1.0,1.0,,1.0,,,,,,,,,
842.13,28.0,1.0,,6.0,5.0,2.0,2.0,3.0,,,2.0,1.0,,1.0,1.0,,1.0,,,,,,,2.0,1.0,
842.19,28.0,,1.0,7.0,2.0,4.0,3.0,3.0,1.0,,2.0,,,,,,,2.0,,,2.0,,,1.0,,
843.0,4.0,2.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
843.1,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
843.8,248.0,104.0,20.0,12.0,25.0,15.0,15.0,14.0,8.0,4.0,5.0,7.0,2.0,,3.0,4.0,5.0,1.0,,1.0,,,,1.0,,2.0
843.9,261.0,83.0,17.0,35.0,24.0,16.0,23.0,12.0,7.0,5.0,5.0,4.0,7.0,6.0,3.0,4.0,4.0,1.0,3.0,1.0,1.0,,,,,
844.0,99.0,13.0,9.0,8.0,7.0,8.0,7.0,7.0,5.0,8.0,7.0,1.0,5.0,3.0,1.0,,2.0,3.0,1.0,3.0,,,,,1.0,
844.1,232.0,13.0,18.0,47.0,28.0,25.0,21.0,9.0,10.0,9.0,10.0,9.0,7.0,4.0,3.0,5.0,3.0,1.0,,,2.0,2.0,3.0,,1.0,2.0
844.2,381.0,95.0,33.0,43.0,34.0,34.0,27.0,13.0,11.0,16.0,14.0,10.0,6.0,5.0,5.0,8.0,6.0,2.0,4.0,3.0,4.0,3.0,,2.0,2.0,1.0
844.3,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
844.8,435.0,195.0,41.0,43.0,33.0,25.0,16.0,18.0,13.0,12.0,4.0,8.0,7.0,1.0,3.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,,,
844.9,493.0,81.0,24.0,49.0,47.0,39.0,52.0,28.0,33.0,20.0,11.0,17.0,15.0,11.0,12.0,11.0,9.0,5.0,4.0,6.0,4.0,6.0,2.0,5.0,1.0,1.0
845.00,1095.0,53.0,72.0,135.0,123.0,110.0,101.0,69.0,78.0,53.0,48.0,36.0,45.0,32.0,22.0,21.0,18.0,13.0,11.0,12.0,12.0,4.0,8.0,9.0,5.0,5.0
845.01,79.0,2.0,20.0,21.0,13.0,7.0,4.0,5.0,1.0,2.0,2.0,,,,,,,,,1.0,,,1.0,,,
845.02,19.0,4.0,3.0,2.0,1.0,1.0,,,2.0,,,,1.0,,1.0,2.0,,,1.0,,1.0,,,,,
845.03,503.0,9.0,135.0,131.0,74.0,38.0,29.0,22.0,11.0,9.0,10.0,9.0,1.0,6.0,1.0,3.0,5.0,4.0,2.0,2.0,,1.0,1.0,,,
845.09,203.0,49.0,20.0,28.0,18.0,10.0,11.0,13.0,8.0,8.0,7.0,1.0,5.0,2.0,5.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,,1.0,1.0
845.10,99.0,6.0,3.0,7.0,5.0,10.0,13.0,10.0,6.0,3.0,7.0,8.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,,1.0,,2.0,,2.0,
845.11,4.0,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,
845.13,3.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,
845.19,25.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,,2.0,2.0,,,2.0,,,,,1.0,1.0,,,
846.0,101.0,29.0,2.0,4.0,10.0,5.0,10.0,3.0,5.0,3.0,8.0,5.0,2.0,3.0,3.0,,2.0,1.0,3.0,,,,1.0,,2.0,
846.1,6.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,
846.8,3.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
846.9,45.0,12.0,,1.0,4.0,4.0,5.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,
847.0,1791.0,248.0,135.0,233.0,217.0,178.0,136.0,103.0,92.0,83.0,50.0,64.0,54.0,32.0,39.0,16.0,24.0,20.0,11.0,14.0,10.0,6.0,6.0,11.0,7.0,2.0
847.1,138.0,24.0,6.0,21.0,18.0,13.0,11.0,10.0,4.0,7.0,10.0,2.0,3.0,3.0,,,,2.0,,,3.0,,1.0,,,
847.2,521.0,138.0,19.0,49.0,54.0,45.0,40.0,28.0,20.0,25.0,15.0,19.0,9.0,8.0,9.0,11.0,3.0,3.0,5.0,3.0,6.0,3.0,1.0,4.0,3.0,1.0
847.3,4.0,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,
847.4,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
847.9,221.0,39.0,6.0,21.0,24.0,19.0,16.0,20.0,7.0,11.0,9.0,11.0,3.0,5.0,2.0,8.0,3.0,6.0,1.0,3.0,4.0,,1.0,1.0,,1.0
848.1,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
848.3,58.0,16.0,2.0,6.0,4.0,5.0,1.0,6.0,6.0,3.0,2.0,,,2.0,,1.0,2.0,,1.0,,1.0,,,,,
848.40,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,
848.41,3.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
848.42,7.0,3.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,
848.49,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
848.5,12.0,2.0,1.0,2.0,,2.0,1.0,,2.0,,,,,,,,,,1.0,,,1.0,,,,
848.8,276.0,83.0,14.0,19.0,26.0,18.0,20.0,18.0,7.0,11.0,9.0,6.0,7.0,4.0,8.0,7.0,6.0,2.0,,1.0,4.0,,1.0,2.0,1.0,2.0
848.9,23.0,2.0,,2.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,
850.0,1382.0,696.0,71.0,118.0,116.0,91.0,71.0,30.0,27.0,41.0,28.0,19.0,16.0,9.0,10.0,6.0,6.0,4.0,3.0,6.0,2.0,1.0,2.0,3.0,3.0,3.0
850.11,1377.0,688.0,300.0,112.0,89.0,61.0,50.0,21.0,19.0,13.0,8.0,4.0,4.0,2.0,2.0,1.0,,1.0,1.0,,1.0,,,,,
850.12,54.0,21.0,13.0,9.0,,3.0,1.0,2.0,,1.0,2.0,1.0,,,,,,,,,,,1.0,,,
850.2,33.0,18.0,11.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,
850.3,10.0,2.0,3.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,
850.4,11.0,5.0,,2.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,
850.5,2154.0,942.0,504.0,232.0,165.0,85.0,62.0,52.0,36.0,20.0,13.0,15.0,10.0,4.0,8.0,,2.0,3.0,,,,,,1.0,,
850.9,1050.0,359.0,60.0,121.0,103.0,85.0,60.0,59.0,39.0,36.0,21.0,17.0,12.0,17.0,9.0,11.0,4.0,9.0,8.0,3.0,6.0,5.0,1.0,,5.0,
851.00,57.0,40.0,3.0,1.0,4.0,1.0,2.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,
851.01,82.0,66.0,2.0,3.0,3.0,3.0,,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,
851.02,65.0,53.0,4.0,3.0,3.0,1.0,,,,,,,,1.0,,,,,,,,,,,,
851.03,6.0,5.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
851.04,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
851.05,13.0,9.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
