ICD9CMCode,TotalDiag,dx0,dx1,dx2,dx3,dx4,dx5,dx6,dx7,dx8,dx9,dx10,dx11,dx12,dx13,dx14,dx15,dx16,dx17,dx18,dx19,dx20,dx21,dx22,dx23,dx24 
808.51,96.0,19.0,24.0,27.0,7.0,4.0,3.0,1.0,4.0,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,2.0,,
808.52,9.0,2.0,3.0,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
808.53,16.0,10.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,1.0,,,,,,,
808.54,5.0,3.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
808.59,10.0,6.0,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,
808.8,492.0,142.0,76.0,64.0,42.0,48.0,22.0,19.0,20.0,13.0,10.0,7.0,12.0,2.0,5.0,3.0,2.0,2.0,2.0,,,,,,,1.0
808.9,16.0,7.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,
809.0,32.0,3.0,17.0,3.0,4.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,
810.00,1653.0,288.0,68.0,202.0,190.0,154.0,132.0,116.0,84.0,70.0,61.0,51.0,34.0,43.0,29.0,30.0,23.0,21.0,13.0,8.0,10.0,8.0,2.0,6.0,7.0,3.0
810.01,96.0,14.0,1.0,6.0,8.0,16.0,9.0,6.0,2.0,6.0,8.0,3.0,3.0,3.0,1.0,3.0,1.0,,1.0,,2.0,1.0,2.0,,,
810.02,1077.0,338.0,51.0,126.0,121.0,102.0,81.0,59.0,43.0,26.0,19.0,17.0,21.0,15.0,8.0,7.0,10.0,8.0,4.0,8.0,3.0,4.0,1.0,4.0,,1.0
810.03,531.0,105.0,23.0,55.0,59.0,47.0,46.0,38.0,21.0,26.0,26.0,16.0,12.0,8.0,10.0,12.0,5.0,3.0,2.0,4.0,1.0,4.0,3.0,2.0,1.0,2.0
810.10,26.0,12.0,,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,
810.11,3.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
810.12,26.0,14.0,3.0,2.0,1.0,1.0,,,1.0,3.0,,,,,,1.0,,,,,,,,,,
810.13,15.0,8.0,2.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
811.00,851.0,58.0,33.0,82.0,118.0,81.0,83.0,66.0,40.0,58.0,38.0,29.0,23.0,20.0,22.0,17.0,21.0,9.0,15.0,8.0,6.0,8.0,7.0,2.0,6.0,1.0
811.01,110.0,8.0,2.0,13.0,8.0,8.0,7.0,8.0,9.0,10.0,13.0,7.0,3.0,3.0,4.0,2.0,1.0,,1.0,1.0,,2.0,,,,
811.02,99.0,3.0,9.0,11.0,11.0,8.0,6.0,10.0,5.0,4.0,7.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,2.0,1.0,,1.0
811.03,306.0,72.0,16.0,24.0,34.0,25.0,28.0,23.0,12.0,13.0,11.0,7.0,6.0,4.0,6.0,5.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,,1.0,
811.09,495.0,59.0,15.0,42.0,58.0,52.0,52.0,40.0,31.0,23.0,21.0,16.0,9.0,10.0,8.0,11.0,9.0,3.0,10.0,6.0,4.0,6.0,2.0,4.0,,4.0
811.10,38.0,4.0,4.0,1.0,10.0,5.0,3.0,,4.0,,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,
811.11,5.0,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
811.12,3.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
811.13,11.0,5.0,2.0,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,
811.19,27.0,7.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,,,3.0,1.0,,,,,,,,,,,,,
812.00,1251.0,701.0,136.0,85.0,52.0,63.0,51.0,44.0,32.0,26.0,19.0,13.0,12.0,5.0,,5.0,2.0,2.0,,1.0,,1.0,,,1.0,
812.01,1423.0,807.0,172.0,69.0,64.0,72.0,57.0,49.0,40.0,32.0,19.0,16.0,7.0,8.0,4.0,,3.0,,2.0,,1.0,,1.0,,,
812.02,89.0,48.0,9.0,5.0,5.0,1.0,4.0,6.0,6.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
812.03,623.0,285.0,112.0,58.0,43.0,33.0,18.0,20.0,11.0,11.0,7.0,9.0,6.0,4.0,2.0,1.0,1.0,1.0,,1.0,,,,,,
812.09,1289.0,699.0,142.0,78.0,68.0,75.0,49.0,46.0,42.0,24.0,15.0,15.0,10.0,7.0,5.0,4.0,2.0,,2.0,,3.0,1.0,1.0,,1.0,
812.10,25.0,11.0,3.0,5.0,2.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,
812.11,21.0,14.0,4.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,
812.12,4.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
812.13,7.0,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,
812.19,30.0,17.0,4.0,4.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,
812.20,401.0,83.0,48.0,40.0,35.0,29.0,39.0,27.0,29.0,23.0,11.0,15.0,10.0,2.0,2.0,3.0,,2.0,,,1.0,1.0,,1.0,,
812.21,1011.0,608.0,143.0,45.0,45.0,29.0,29.0,20.0,13.0,10.0,11.0,16.0,12.0,8.0,7.0,3.0,3.0,1.0,2.0,2.0,2.0,,,1.0,1.0,
812.30,14.0,3.0,3.0,2.0,3.0,,1.0,2.0,,,,,,,,,,,,,,,,,,
812.31,150.0,103.0,20.0,5.0,3.0,,3.0,5.0,2.0,4.0,1.0,,3.0,,1.0,,,,,,,,,,,
812.40,399.0,190.0,45.0,25.0,18.0,19.0,18.0,20.0,20.0,12.0,6.0,7.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,
812.41,1852.0,1724.0,41.0,17.0,12.0,10.0,12.0,3.0,7.0,9.0,2.0,3.0,3.0,2.0,3.0,1.0,,1.0,1.0,1.0,,,,,,
812.42,260.0,193.0,26.0,7.0,7.0,4.0,5.0,3.0,4.0,2.0,5.0,1.0,,2.0,1.0,,,,,,,,,,,
812.43,127.0,72.0,20.0,5.0,7.0,4.0,2.0,3.0,5.0,4.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,
812.44,91.0,60.0,11.0,6.0,3.0,3.0,,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,
812.49,89.0,47.0,16.0,5.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,,,,,1.0,,,1.0,,,,,,
812.50,93.0,50.0,14.0,6.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,,,3.0,1.0,,,,1.0,1.0,,,,,1.0,1.0
812.51,74.0,62.0,6.0,3.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,
812.52,20.0,13.0,4.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,
812.53,26.0,12.0,7.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,
812.54,28.0,17.0,5.0,1.0,,,,,,,3.0,,,,,,,,1.0,1.0,,,,,,
812.59,15.0,7.0,5.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,
813.00,4.0,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,
813.01,754.0,388.0,40.0,65.0,44.0,36.0,31.0,21.0,22.0,10.0,24.0,10.0,17.0,11.0,5.0,5.0,4.0,3.0,6.0,3.0,2.0,3.0,2.0,2.0,,
813.02,134.0,22.0,22.0,22.0,21.0,14.0,8.0,6.0,2.0,2.0,1.0,2.0,2.0,,4.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,
813.03,129.0,101.0,3.0,7.0,4.0,1.0,1.0,2.0,1.0,1.0,,,2.0,,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,
813.04,69.0,15.0,11.0,7.0,5.0,5.0,7.0,3.0,1.0,3.0,,2.0,2.0,1.0,2.0,2.0,1.0,,,,,,,1.0,1.0,
813.05,518.0,158.0,46.0,71.0,54.0,34.0,35.0,30.0,13.0,16.0,13.0,10.0,9.0,8.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,,
813.06,110.0,26.0,17.0,17.0,13.0,4.0,11.0,7.0,7.0,,,4.0,,,1.0,,1.0,,1.0,,,,1.0,,,
813.07,33.0,9.0,6.0,6.0,2.0,1.0,3.0,4.0,,,,,,,1.0,,,1.0,,,,,,,,
813.08,146.0,100.0,5.0,14.0,4.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,,,1.0,,1.0,,,,
813.10,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
813.11,194.0,125.0,32.0,10.0,4.0,5.0,2.0,3.0,2.0,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,,2.0,
813.12,7.0,3.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
813.13,62.0,53.0,1.0,4.0,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,
813.14,30.0,18.0,1.0,3.0,3.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
813.15,44.0,15.0,10.0,9.0,2.0,5.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,
813.16,7.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0
813.17,5.0,2.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,
813.18,40.0,24.0,6.0,1.0,3.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,
813.20,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
813.21,212.0,107.0,36.0,13.0,9.0,5.0,4.0,5.0,14.0,3.0,4.0,2.0,2.0,2.0,,5.0,,1.0,,,,,,,,
813.22,209.0,55.0,57.0,21.0,22.0,12.0,7.0,11.0,5.0,6.0,5.0,4.0,1.0,,1.0,,,,,,1.0,1.0,,,,
813.23,335.0,251.0,24.0,10.0,5.0,5.0,5.0,6.0,2.0,6.0,5.0,6.0,3.0,2.0,2.0,,,1.0,1.0,1.0,,,,,,
813.30,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
813.31,76.0,46.0,12.0,6.0,,4.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,
813.32,90.0,57.0,17.0,5.0,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,
813.33,251.0,213.0,15.0,4.0,3.0,,1.0,3.0,2.0,,3.0,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,
813.40,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
813.41,474.0,189.0,104.0,56.0,33.0,18.0,17.0,14.0,11.0,8.0,9.0,6.0,3.0,,1.0,3.0,1.0,,,1.0,,,,,,
813.42,2034.0,761.0,499.0,206.0,133.0,105.0,95.0,57.0,43.0,40.0,30.0,19.0,14.0,8.0,6.0,7.0,3.0,2.0,3.0,,,1.0,2.0,,,
813.43,341.0,45.0,84.0,42.0,52.0,23.0,18.0,14.0,17.0,12.0,7.0,8.0,5.0,2.0,1.0,4.0,2.0,2.0,1.0,,2.0,,,,,
813.44,1242.0,678.0,209.0,74.0,71.0,53.0,44.0,27.0,23.0,14.0,16.0,10.0,7.0,4.0,6.0,2.0,,1.0,1.0,,,,2.0,,,
813.45,17.0,,8.0,6.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
813.47,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
813.51,32.0,25.0,2.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,1.0,
813.52,185.0,130.0,32.0,6.0,6.0,1.0,,2.0,1.0,1.0,,1.0,,1.0,3.0,1.0,,,,,,,,,,
813.53,65.0,44.0,7.0,5.0,4.0,,,2.0,1.0,,,,,2.0,,,,,,,,,,,,
813.54,420.0,355.0,36.0,9.0,4.0,3.0,2.0,2.0,2.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,
813.80,20.0,3.0,4.0,3.0,4.0,2.0,,,,2.0,1.0,,,,,,1.0,,,,,,,,,
813.81,100.0,20.0,11.0,11.0,13.0,8.0,8.0,5.0,6.0,2.0,1.0,2.0,4.0,2.0,1.0,,1.0,,2.0,1.0,,,,1.0,1.0,
813.82,76.0,13.0,21.0,7.0,7.0,6.0,3.0,5.0,3.0,3.0,,3.0,3.0,2.0,,,,,,,,,,,,
813.83,114.0,53.0,13.0,6.0,6.0,10.0,5.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,,
813.90,7.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,
813.91,6.0,2.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,
813.92,17.0,6.0,3.0,3.0,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,
813.93,53.0,37.0,9.0,2.0,,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,
814.00,244.0,17.0,13.0,26.0,29.0,27.0,10.0,19.0,28.0,12.0,14.0,9.0,4.0,5.0,5.0,5.0,6.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0
814.01,310.0,66.0,30.0,41.0,33.0,19.0,30.0,21.0,14.0,9.0,12.0,9.0,3.0,8.0,,1.0,3.0,5.0,2.0,,,,4.0,,,
814.02,43.0,10.0,7.0,5.0,5.0,4.0,1.0,2.0,2.0,1.0,2.0,,2.0,,2.0,,,,,,,,,,,
814.03,129.0,13.0,6.0,18.0,18.0,15.0,11.0,8.0,7.0,6.0,4.0,4.0,2.0,4.0,3.0,,2.0,1.0,,3.0,3.0,1.0,,,,
814.04,17.0,2.0,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,2.0,,2.0,,,,,,,,,
814.05,34.0,2.0,1.0,6.0,8.0,6.0,4.0,1.0,1.0,,1.0,2.0,,,,,1.0,,,,,1.0,,,,
814.06,13.0,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,,,,1.0,,,,,,,1.0,,1.0,,,,
814.07,16.0,,2.0,,3.0,1.0,2.0,,3.0,1.0,1.0,,,2.0,,,,,,,,,,,,1.0
814.08,47.0,5.0,6.0,6.0,6.0,3.0,3.0,5.0,1.0,2.0,,2.0,2.0,2.0,,,1.0,1.0,,,,,,,1.0,1.0
814.09,24.0,5.0,3.0,3.0,2.0,,2.0,1.0,1.0,1.0,,1.0,2.0,,,1.0,,1.0,,,,,,1.0,,
814.10,18.0,5.0,3.0,3.0,1.0,1.0,,,1.0,,2.0,,1.0,,,,,,,,,,1.0,,,
814.11,25.0,6.0,8.0,1.0,2.0,1.0,2.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,
814.12,9.0,1.0,2.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,
814.13,6.0,2.0,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,
814.14,6.0,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
814.15,8.0,1.0,2.0,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
814.16,6.0,,,1.0,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,
814.17,12.0,1.0,1.0,1.0,3.0,2.0,,1.0,,3.0,,,,,,,,,,,,,,,,
814.18,14.0,1.0,2.0,2.0,4.0,1.0,,,1.0,,2.0,1.0,,,,,,,,,,,,,,
814.19,6.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
815.00,457.0,40.0,37.0,54.0,48.0,45.0,58.0,17.0,26.0,22.0,16.0,23.0,15.0,9.0,8.0,7.0,8.0,6.0,4.0,5.0,2.0,1.0,3.0,1.0,2.0,
815.01,217.0,45.0,28.0,41.0,14.0,14.0,9.0,14.0,7.0,9.0,4.0,6.0,5.0,3.0,4.0,1.0,3.0,,5.0,3.0,1.0,,,,,1.0
815.02,266.0,44.0,29.0,40.0,35.0,23.0,23.0,10.0,11.0,7.0,5.0,4.0,8.0,8.0,3.0,4.0,1.0,5.0,2.0,1.0,1.0,1.0,,,1.0,
815.03,176.0,33.0,15.0,23.0,20.0,17.0,16.0,12.0,3.0,5.0,9.0,5.0,3.0,1.0,4.0,2.0,3.0,1.0,3.0,1.0,,,,,,
815.04,159.0,19.0,17.0,32.0,12.0,6.0,18.0,10.0,7.0,7.0,4.0,6.0,2.0,4.0,2.0,1.0,4.0,,,2.0,3.0,2.0,,,,1.0
815.09,57.0,11.0,3.0,8.0,1.0,6.0,7.0,5.0,3.0,3.0,1.0,2.0,,1.0,,4.0,,,1.0,1.0,,,,,,
815.10,97.0,50.0,17.0,8.0,5.0,5.0,1.0,2.0,2.0,2.0,1.0,3.0,,1.0,,,,,,,,,,,,
815.11,34.0,18.0,6.0,3.0,1.0,1.0,,2.0,1.0,,,1.0,,,,1.0,,,,,,,,,,
815.12,64.0,29.0,15.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,1.0,,,,,1.0,,,,,
815.13,77.0,46.0,11.0,3.0,2.0,2.0,2.0,3.0,2.0,,,,1.0,3.0,,1.0,1.0,,,,,,,,,
815.14,59.0,31.0,6.0,7.0,8.0,,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,
815.19,19.0,7.0,4.0,4.0,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,
816.00,183.0,13.0,13.0,25.0,17.0,15.0,19.0,8.0,12.0,5.0,13.0,10.0,9.0,5.0,3.0,3.0,2.0,4.0,5.0,,,2.0,,,,
816.01,645.0,112.0,43.0,101.0,73.0,68.0,50.0,32.0,28.0,19.0,24.0,16.0,15.0,13.0,8.0,12.0,7.0,6.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,
816.02,349.0,40.0,34.0,53.0,46.0,38.0,38.0,18.0,18.0,13.0,10.0,7.0,7.0,8.0,4.0,2.0,4.0,3.0,3.0,1.0,1.0,,,,1.0,
816.03,19.0,4.0,,6.0,1.0,3.0,,1.0,,1.0,,,,,1.0,,,2.0,,,,,,,,
816.10,55.0,27.0,11.0,4.0,4.0,1.0,,3.0,5.0,,,,,,,,,,,,,,,,,
816.11,492.0,286.0,112.0,48.0,16.0,7.0,2.0,4.0,6.0,3.0,4.0,1.0,,1.0,1.0,,,1.0,,,,,,,,
816.12,378.0,169.0,119.0,38.0,20.0,10.0,7.0,4.0,2.0,4.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,
816.13,37.0,17.0,13.0,1.0,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,
817.0,51.0,11.0,4.0,7.0,7.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,,1.0,,,1.0,1.0,,,
817.1,51.0,25.0,9.0,8.0,5.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,
818.0,22.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,,1.0,3.0,3.0,1.0,,,,,1.0,,,,,,,,
818.1,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
819.0,10.0,,6.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
820.00,158.0,150.0,5.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,
820.01,62.0,55.0,4.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
820.02,453.0,439.0,7.0,,2.0,,,,,3.0,,,,1.0,,,,,,1.0,,,,,,
820.03,476.0,405.0,23.0,8.0,5.0,5.0,9.0,3.0,5.0,4.0,2.0,,1.0,2.0,1.0,1.0,1.0,,,,1.0,,,,,
820.09,4414.0,4032.0,184.0,60.0,38.0,22.0,13.0,16.0,12.0,9.0,5.0,5.0,3.0,1.0,3.0,5.0,1.0,1.0,,3.0,,,,1.0,,
820.11,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
820.12,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
820.13,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
820.19,17.0,13.0,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,
820.20,1175.0,771.0,201.0,67.0,39.0,24.0,17.0,11.0,16.0,5.0,7.0,6.0,2.0,1.0,2.0,1.0,,,2.0,,1.0,,,1.0,,1.0
820.21,10165.0,9393.0,409.0,109.0,74.0,48.0,31.0,22.0,16.0,11.0,8.0,9.0,10.0,4.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,1.0,,,,2.0
820.22,1684.0,1181.0,120.0,85.0,58.0,52.0,36.0,37.0,27.0,18.0,18.0,12.0,17.0,5.0,4.0,5.0,2.0,1.0,3.0,,2.0,1.0,,,,
820.30,10.0,8.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,
820.31,30.0,22.0,3.0,1.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
820.32,34.0,23.0,6.0,1.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,
820.8,6220.0,5415.0,438.0,115.0,75.0,42.0,25.0,33.0,9.0,11.0,13.0,15.0,5.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,,2.0,1.0,2.0,2.0,
820.9,25.0,15.0,3.0,1.0,3.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
821.00,422.0,223.0,94.0,41.0,25.0,12.0,5.0,8.0,2.0,3.0,2.0,,1.0,,,,,1.0,,3.0,1.0,,,1.0,,
821.01,2533.0,1953.0,260.0,91.0,65.0,33.0,31.0,24.0,19.0,10.0,9.0,15.0,4.0,2.0,3.0,4.0,,6.0,1.0,1.0,1.0,,,1.0,,
821.10,46.0,21.0,10.0,5.0,5.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,
821.11,270.0,192.0,36.0,15.0,5.0,5.0,5.0,1.0,2.0,2.0,3.0,1.0,1.0,,1.0,,,1.0,,,,,,,,
821.20,665.0,471.0,62.0,31.0,22.0,20.0,12.0,9.0,1.0,5.0,2.0,9.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,,2.0,1.0,,1.0,1.0,
821.21,473.0,258.0,77.0,49.0,29.0,13.0,7.0,5.0,6.0,6.0,6.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,
821.22,128.0,98.0,14.0,5.0,1.0,4.0,2.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,
821.23,692.0,567.0,40.0,27.0,11.0,6.0,8.0,4.0,5.0,5.0,6.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,,2.0,,,,,
821.29,207.0,151.0,17.0,11.0,4.0,6.0,2.0,5.0,1.0,4.0,2.0,1.0,1.0,,,,,,1.0,,,,,,,1.0
821.30,77.0,46.0,11.0,8.0,3.0,4.0,2.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,
821.31,91.0,43.0,22.0,8.0,3.0,1.0,3.0,,1.0,2.0,1.0,,1.0,,,2.0,1.0,1.0,,1.0,1.0,,,,,
821.32,15.0,13.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
821.33,58.0,45.0,7.0,,,1.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,
821.39,35.0,25.0,3.0,1.0,1.0,,,1.0,,1.0,,,,1.0,2.0,,,,,,,,,,,
822.0,1294.0,678.0,220.0,81.0,73.0,53.0,36.0,37.0,32.0,19.0,18.0,10.0,8.0,4.0,4.0,6.0,4.0,4.0,3.0,,1.0,,3.0,,,
822.1,230.0,121.0,32.0,14.0,12.0,11.0,9.0,8.0,5.0,4.0,6.0,,4.0,1.0,2.0,1.0,,,,,,,,,,
823.00,2725.0,1887.0,262.0,124.0,96.0,62.0,62.0,46.0,50.0,31.0,27.0,27.0,17.0,7.0,6.0,6.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,
823.01,579.0,96.0,74.0,102.0,56.0,49.0,36.0,27.0,23.0,17.0,17.0,10.0,10.0,10.0,8.0,7.0,6.0,7.0,5.0,5.0,4.0,1.0,3.0,2.0,3.0,1.0
823.02,753.0,535.0,57.0,30.0,19.0,17.0,14.0,16.0,10.0,14.0,14.0,6.0,5.0,4.0,5.0,2.0,2.0,,1.0,1.0,,,1.0,,,
823.10,214.0,113.0,49.0,18.0,9.0,7.0,,3.0,1.0,2.0,,2.0,2.0,1.0,1.0,,1.0,2.0,,,1.0,,,1.0,1.0,
823.11,35.0,18.0,6.0,6.0,1.0,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,
823.12,142.0,90.0,13.0,10.0,3.0,,8.0,4.0,,,3.0,2.0,3.0,2.0,,,,1.0,2.0,,1.0,,,,,
823.20,633.0,422.0,78.0,43.0,15.0,16.0,14.0,6.0,4.0,8.0,5.0,5.0,,4.0,4.0,1.0,1.0,2.0,,1.0,1.0,1.0,,1.0,,1.0
823.21,280.0,66.0,56.0,56.0,19.0,14.0,9.0,15.0,12.0,6.0,6.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,,1.0,2.0,1.0,,,,1.0
823.22,1114.0,915.0,65.0,32.0,23.0,9.0,16.0,11.0,7.0,6.0,6.0,9.0,3.0,1.0,1.0,5.0,2.0,2.0,,1.0,,,,,,
823.30,224.0,157.0,25.0,13.0,4.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,,1.0,1.0,2.0,,,1.0,,,,1.0,,,
823.31,46.0,19.0,16.0,4.0,2.0,2.0,,,3.0,,,,,,,,,,,,,,,,,
823.32,583.0,471.0,53.0,18.0,7.0,8.0,6.0,3.0,3.0,3.0,4.0,,,1.0,3.0,,1.0,,1.0,,,1.0,,,,
823.40,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
823.41,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
823.42,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
823.80,226.0,92.0,35.0,19.0,14.0,11.0,15.0,9.0,10.0,7.0,3.0,,3.0,1.0,,1.0,2.0,1.0,,,1.0,1.0,,1.0,,
823.81,165.0,34.0,17.0,11.0,15.0,14.0,11.0,2.0,11.0,5.0,10.0,4.0,5.0,3.0,3.0,8.0,2.0,,1.0,6.0,,1.0,1.0,,,1.0
823.82,577.0,378.0,65.0,45.0,15.0,13.0,15.0,11.0,11.0,6.0,4.0,5.0,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,,,,,,
823.90,64.0,29.0,14.0,4.0,4.0,3.0,1.0,,1.0,2.0,1.0,2.0,,,,,1.0,,1.0,,1.0,,,,,
823.91,25.0,14.0,3.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
823.92,295.0,198.0,47.0,17.0,12.0,7.0,3.0,3.0,2.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,,
824.0,811.0,305.0,71.0,82.0,69.0,52.0,43.0,49.0,12.0,21.0,19.0,16.0,10.0,11.0,5.0,8.0,8.0,7.0,3.0,5.0,7.0,1.0,2.0,4.0,1.0,
824.1,144.0,97.0,18.0,7.0,1.0,3.0,4.0,3.0,1.0,,2.0,,,2.0,1.0,,2.0,,1.0,,1.0,,,,,1.0
824.2,889.0,443.0,51.0,81.0,53.0,48.0,36.0,31.0,21.0,17.0,17.0,12.0,21.0,15.0,10.0,5.0,6.0,6.0,3.0,4.0,,3.0,1.0,4.0,1.0,
